d000.s000.t000 bn:00106124a
d049.s069.t006 bn:00087576v
d049.s069.t007 bn:00095975a
d049.s069.t008 bn:00001533n
d049.s069.t009 bn:00084601v
d049.s069.t010 bn:00055331n
d049.s069.t011 bn:00005513n
d049.s070.t000 bn:00084554v
d049.s070.t001 bn:00061312n
d049.s070.t002 bn:00051760n
d049.s070.t003 bn:00015576n
d049.s070.t004 bn:00015576n
d049.s070.t005 bn:00066632n
d049.s070.t006 bn:00075151n
d049.s070.t007 bn:00095887a
d049.s070.t008 bn:00008572n
d049.s070.t009 bn:00046516n
d049.s070.t010 bn:00095121v
d049.s070.t011 bn:00095952a
d049.s070.t012 bn:00008691n
d049.s070.t013 bn:00081031n
d049.s070.t014 bn:00098883a
d049.s070.t015 bn:00020718n
d049.s071.t000 bn:00077860n
d049.s071.t001 bn:00083181v
d049.s071.t002 bn:00029241n
d049.s071.t003 bn:00061135n
d049.s071.t004 bn:00033882n
d049.s071.t005 bn:00056187n
d049.s071.t006 bn:00093949v
d049.s071.t007 bn:00051760n
d049.s071.t008 bn:00021961n
d049.s071.t009 bn:00029241n
d049.s071.t010 bn:00084079v
d049.s071.t011 bn:00096001a
d049.s071.t012 bn:00061135n
d049.s071.t013 bn:00031009n
d049.s071.t014 bn:00013179n
d049.s071.t015 bn:00021015n
d049.s072.t000 bn:00077860n
d049.s072.t001 bn:00096109a
d049.s072.t002 bn:00021045n
d049.s072.t003 bn:00090740v
d049.s072.t004 bn:00089083v
d049.s072.t005 bn:00080229n
d049.s072.t006 bn:00021961n
d049.s072.t007 bn:00003125n
d049.s072.t008 bn:00116373r
d049.s072.t009 bn:00115840r
d049.s072.t010 bn:00050179n
d050.s000.t000 bn:00116263r
d050.s000.t001 bn:00084231v
d050.s000.t002 bn:00115266r
d050.s000.t003 bn:00100491a
d050.s000.t004 bn:00074033n
d050.s001.t000 bn:00083342v
d050.s001.t001 bn:00114967r
d050.s001.t002 bn:00117044r
d050.s001.t003 bn:00081564n
d050.s001.t004 bn:00083181v
d050.s001.t005 bn:00106187a
d050.s002.t000 bn:00086682v
d050.s002.t001 bn:00093287v
d050.s002.t002 bn:00046516n
d050.s003.t000 bn:00083181v
d050.s003.t001 bn:00117603r
d050.s003.t002 bn:00097879a
d050.s003.t003 bn:00089240v
d050.s003.t004 bn:00003893n
d050.s003.t005 bn:00106124a
d050.s003.t006 bn:00050541n
d050.s003.t007 bn:00082326v
d050.s005.t000 bn:00085860v
d050.s005.t001 bn:00046516n
d050.s005.t002 bn:00082318v
d050.s005.t003 bn:00115403r
d050.s006.t000 bn:00114250r
d050.s006.t001 bn:00083182v
d050.s006.t002 bn:00034453n
d050.s006.t003 bn:00028660n
d050.s006.t004 bn:00111541a
d050.s006.t005 bn:00035378n
d050.s006.t006 bn:00089084v
d050.s007.t000 bn:00083215v
d050.s007.t001 bn:00115724r
d050.s007.t002 bn:00091836v
d050.s007.t003 bn:00051440n
d050.s007.t004 bn:00082844v
d050.s007.t005 bn:00084312v
d050.s008.t000 bn:00089958v
d050.s008.t001 bn:00114456r
d050.s008.t002 bn:00115480r
d050.s009.t000 bn:00083206v
d050.s011.t000 bn:00089240v
d050.s011.t001 bn:00093287v
d050.s011.t002 bn:00090400v
d050.s012.t000 bn:00089279v bn:00089277v
d050.s013.t000 bn:00090400v
d050.s014.t000 bn:00046516n
d050.s014.t001 bn:00091073v bn:00091072v
d050.s014.t002 bn:00114180r
d050.s015.t000 bn:00093287v
d050.s015.t001 bn:00086682v
d050.s015.t002 bn:00114047r
d050.s015.t003 bn:00090400v
d050.s016.t000 bn:00090142v
d050.s016.t001 bn:00098807a
d050.s016.t002 bn:00106058a
d050.s016.t003 bn:00049666n
d050.s016.t004 bn:00089240v
d050.s016.t005 bn:00093287v
d050.s016.t006 bn:00083181v
d050.s016.t007 bn:00114734r
d050.s016.t008 bn:00104680a
d050.s016.t009 bn:00108685a
d050.s016.t010 bn:00029372n
d050.s016.t011 bn:00086682v
d050.s016.t012 bn:00090493v
d050.s016.t013 bn:00081546n
d050.s017.t000 bn:00090793v
d050.s017.t001 bn:00090943v
d050.s017.t002 bn:00114044r
d050.s017.t003 bn:00106192a
d050.s018.t000 bn:00083370v
d050.s018.t001 bn:00094367v
d050.s018.t002 bn:00046516n
d050.s019.t000 bn:00083370v
d050.s019.t001 bn:00083181v
d050.s019.t002 bn:00098091a bn:00103997a
d050.s019.t003 bn:00103996a
d050.s019.t004 bn:00111342a
d050.s019.t005 bn:00106192a
d050.s019.t006 bn:00093287v
d050.s019.t007 bn:00046516n
d050.s021.t000 bn:00117044r
d050.s021.t001 bn:00089279v bn:00089277v
d050.s021.t002 bn:00084848v
d050.s021.t003 bn:00007309n
d050.s022.t000 bn:00082690v
d050.s022.t001 bn:00083181v
d050.s022.t002 bn:00104736a
d050.s022.t003 bn:00044195n
d050.s022.t004 bn:00064527n
d050.s023.t000 bn:00091165v
d050.s023.t001 bn:00028247n
d050.s023.t002 bn:00087845v
d050.s024.t000 bn:00095593v
d050.s024.t001 bn:00007309n
d050.s024.t002 bn:00071431n
d050.s024.t003 bn:00010728n
d050.s024.t004 bn:00090448v
d050.s024.t005 bn:00115109r
d050.s024.t006 bn:00115281r
d050.s026.t000 bn:00093287v
d050.s027.t000 bn:00114281r
d050.s027.t001 bn:00115633r
d050.s027.t002 bn:00114626r
d050.s027.t003 bn:00088705v
d050.s027.t004 bn:00097884a
d050.s027.t005 bn:00056538n
d050.s027.t006 bn:00116211r
d050.s027.t007 bn:00088760v
d050.s028.t000 bn:00092024v
d050.s028.t001 bn:00116789r
d050.s028.t002 bn:00098342a
d050.s028.t003 bn:00003057n
d050.s028.t004 bn:00084976v
d050.s028.t005 bn:00114165r
d050.s029.t000 bn:00093287v
d050.s030.t000 bn:00116053r
d050.s031.t000 bn:00089048v
d050.s031.t001 bn:00091073v
d050.s031.t002 bn:00084992v
d050.s031.t003 bn:00035855n
d050.s031.t004 bn:00007309n
d050.s032.t000 bn:00051440n
d050.s032.t001 bn:00092196v
d050.s032.t002 bn:00116293r
d050.s032.t003 bn:00088705v
d050.s032.t004 bn:00115109r
d050.s032.t005 bn:00114874r
d050.s032.t006 bn:00101827a
d050.s032.t007 bn:00105834a
d050.s032.t008 bn:00071431n
d050.s033.t000 bn:00114281r
d050.s033.t001 bn:00086086v
d050.s033.t002 bn:00043530n
d050.s033.t003 bn:00103905a
d050.s033.t004 bn:00012166n
d050.s033.t005 bn:00091519v
d050.s033.t006 bn:00009503n
d050.s033.t007 bn:00007536n
d050.s033.t008 bn:00024564n
d050.s033.t009 bn:00073637n
d050.s034.t000 bn:00083293v
d050.s034.t001 bn:00109105a
d050.s034.t002 bn:00000249n
d050.s034.t003 bn:00087628v
d050.s034.t004 bn:00032093n
d050.s035.t000 bn:00077267n
d050.s035.t001 bn:00094411v
d050.s035.t002 bn:00114171r
d050.s035.t003 bn:00084154v
d050.s035.t004 bn:00098581a
d050.s035.t005 bn:00061658n
d050.s035.t006 bn:00029192n
d050.s035.t007 bn:00042759n
d050.s035.t008 bn:00093846v
d050.s035.t009 bn:00096044a
d050.s035.t010 bn:00013578n
d050.s035.t011 bn:00050875n
d050.s035.t012 bn:00111623a
d050.s035.t013 bn:00095964a
d050.s035.t014 bn:00013578n
d050.s035.t015 bn:00071142n
d050.s036.t000 bn:00083227v
d050.s036.t001 bn:00042221n
d050.s036.t002 bn:00111281a
d050.s036.t003 bn:00058940n
d050.s036.t004 bn:00050276n
d050.s036.t005 bn:00023235n
d050.s037.t000 bn:00116326r
d050.s037.t001 bn:00115811r
d050.s037.t002 bn:00093287v
d050.s037.t003 bn:00046516n
d050.s037.t004 bn:00085339v
d050.s037.t005 bn:00053097n
d050.s037.t006 bn:00071869n
d050.s037.t007 bn:00082822v
d050.s037.t008 bn:00042221n
d050.s038.t000 bn:00115504r
d050.s038.t001 bn:00088095v
d050.s038.t002 bn:00080720n
d050.s038.t003 bn:00084733v bn:00083370v
d050.s039.t000 bn:00083187v
d050.s039.t001 bn:00115504r
d050.s039.t002 bn:00082276v
d050.s039.t003 bn:00083187v
d050.s040.t000 bn:00114626r
d050.s040.t001 bn:00098342a
d050.s040.t002 bn:00001992n bn:00008985n
d050.s040.t003 bn:00006565n
d050.s040.t004 bn:00114079r
d050.s040.t005 bn:00098468a
d050.s040.t006 bn:00060109n
d050.s041.t000 bn:00084700v
d050.s041.t001 bn:00088095v
d050.s041.t002 bn:00110075a
d050.s041.t003 bn:00080720n
d050.s042.t000 bn:00082596v
d050.s042.t001 bn:00115686r
d050.s042.t002 bn:00116158r
d050.s042.t003 bn:00104568a
d050.s042.t004 bn:00007782n
d050.s042.t005 bn:00072016n
d050.s042.t006 bn:00008705n
d050.s042.t007 bn:00083181v
d050.s042.t008 bn:00101973a
d050.s042.t009 bn:00082434v
d050.s042.t010 bn:00003793n
d050.s043.t000 bn:00115639r
d050.s043.t001 bn:00103657a
d050.s043.t002 bn:00062699n
d050.s043.t003 bn:00030725n
d050.s043.t004 bn:00058219n
d050.s043.t005 bn:00046516n
d050.s043.t006 bn:00082690v
d050.s043.t007 bn:00114079r
d050.s043.t008 bn:00105190a
d050.s043.t009 bn:00114079r
d050.s043.t010 bn:00100362a
d050.s044.t000 bn:00083181v
d050.s044.t001 bn:00098286a
d050.s044.t002 bn:00099924a
d050.s044.t003 bn:00042526n
d050.s044.t004 bn:00032512n
d050.s044.t005 bn:00099624a
d050.s044.t006 bn:00033877n
d050.s045.t000 bn:00090143v
d050.s045.t001 bn:00063002n
d050.s045.t002 bn:00098286a
d050.s045.t003 bn:00012592n
d050.s045.t004 bn:00085511v
d050.s045.t005 bn:00041072n
d050.s045.t006 bn:00115829r
d050.s045.t007 bn:00090274v
d050.s046.t000 bn:00083181v
d050.s046.t001 bn:00098342a
d050.s046.t002 bn:00001533n
d050.s046.t003 bn:00115972r
d050.s046.t004 bn:00097857a
d050.s046.t005 bn:00071435n
d050.s047.t000 bn:00083181v
d050.s047.t001 bn:00116789r
d050.s047.t002 bn:00098829a
d050.s047.t003 bn:00011755n
d050.s048.t000 bn:00088912v bn:00090946v
d050.s048.t001 bn:00116789r
d050.s048.t002 bn:00114307r
d050.s048.t003 bn:00085261v
d050.s048.t004 bn:00116787r
d050.s048.t005 bn:00084231v
d050.s048.t006 bn:00058536n
d050.s048.t007 bn:00087107v
d050.s048.t008 bn:00117045r
d050.s048.t009 bn:00083181v
d050.s048.t010 bn:00116284r
d050.s048.t011 bn:00111306a
d050.s048.t012 bn:00115504r
d050.s048.t013 bn:00111312a
d050.s049.t000 bn:00114784r
d050.s049.t001 bn:00106058a
d050.s049.t002 bn:00042759n
d050.s049.t003 bn:00035679n
d050.s049.t004 bn:00088814v
d050.s049.t005 bn:00114079r
d050.s049.t006 bn:00101123a bn:00101121a
d050.s049.t007 bn:00005023n
d050.s050.t000 bn:00114626r
d050.s050.t001 bn:00093287v
d050.s051.t000 bn:00114626r
d050.s051.t001 bn:00117043r
d050.s051.t002 bn:00098518a
d050.s051.t003 bn:00099475a
d050.s052.t000 bn:00086682v
d050.s052.t001 bn:00089247v bn:00089240v bn:00089242v
d050.s053.t000 bn:00082786v
d050.s053.t001 bn:00032514n
d050.s053.t002 bn:00007309n
d050.s053.t003 bn:00012166n
d050.s053.t004 bn:00080753n
d050.s053.t005 bn:00093461v
d050.s053.t006 bn:00115569r
d050.s053.t007 bn:00100876a
d050.s053.t008 bn:00053241n
d050.s054.t000 bn:00013868n
d050.s054.t001 bn:00117138r
d050.s054.t002 bn:00089252v
d050.s054.t003 bn:00012166n
d050.s054.t004 bn:00114304r
d050.s054.t005 bn:00114504r
d050.s054.t006 bn:00093013v
d050.s054.t007 bn:00031345n
d050.s054.t008 bn:00078738n
d050.s055.t000 bn:00093875v
d050.s055.t001 bn:00071431n
d050.s055.t002 bn:00089769v
d050.s055.t003 bn:00019079n
d050.s055.t004 bn:00056135n
d050.s055.t005 bn:00114870r
d050.s055.t006 bn:00091136v
d050.s056.t000 bn:00046516n
d050.s056.t001 bn:00093963v
d050.s057.t000 bn:00084710v
d050.s057.t001 bn:00111342a
d050.s057.t002 bn:00013687n
d050.s057.t003 bn:00115244r
d050.s057.t004 bn:00055094n
d050.s058.t000 bn:00012758n
d050.s058.t001 bn:00116211r
d050.s058.t002 bn:00046516n
d050.s058.t003 bn:00082417v
d050.s059.t000 bn:00116211r
d050.s059.t001 bn:00116053r
d050.s059.t002 bn:00088107v
d050.s059.t003 bn:00019079n
d050.s060.t000 bn:00088107v
d050.s060.t001 bn:00077773n
d050.s060.t002 bn:00083181v
d050.s060.t003 bn:00088107v
d050.s061.t000 bn:00116383r
d050.s061.t001 bn:00085567v
d050.s061.t002 bn:00095597v
d050.s062.t000 bn:00082788v
d050.s062.t001 bn:00115337r
d050.s062.t002 bn:00095597v
d050.s062.t003 bn:00046516n
d050.s062.t004 bn:00087283v
d050.s062.t005 bn:00093430v
d050.s062.t006 bn:00089240v
d050.s062.t007 bn:00103359a
d050.s062.t008 bn:00073637n
d050.s063.t000 bn:00114627r
d050.s063.t001 bn:00116211r
d050.s064.t000 bn:00083186v
d050.s064.t001 bn:00114523r
d050.s064.t002 bn:00047159n
d050.s064.t003 bn:00080358n
d050.s064.t004 bn:00116211r
d050.s064.t005 bn:00088733v
d050.s064.t006 bn:00073637n
d050.s064.t007 bn:00091477v
d050.s064.t008 bn:00096109a
d050.s064.t009 bn:00000127n
d050.s066.t000 bn:00115639r
d050.s066.t001 bn:00066271n
d050.s067.t000 bn:00078498n
d050.s068.t000 bn:00046516n
d050.s068.t001 bn:00087901v
d050.s068.t002 bn:00109028a
d050.s068.t003 bn:00003692n
d050.s069.t000 bn:00116360r
d050.s069.t001 bn:00076924n
d050.s069.t002 bn:00066271n
d050.s069.t003 bn:00084374v
d050.s069.t004 bn:00084700v
d050.s069.t005 bn:00066271n
d050.s069.t006 bn:00082481v
d050.s070.t000 bn:00046516n
d050.s071.t000 bn:00047078n
d050.s073.t000 bn:00086679v
d050.s073.t001 bn:00083995v
d050.s074.t000 bn:00093430v
d050.s074.t001 bn:00081208n
d050.s075.t000 bn:00093430v
d050.s075.t001 bn:00117251r
d050.s075.t002 bn:00101595a
d050.s075.t003 bn:00026473n
d050.s075.t004 bn:00081208n
d050.s075.t005 bn:00080861n
d050.s075.t006 bn:00112632a
d050.s075.t007 bn:00023237n
d050.s076.t000 bn:00115244r
d050.s076.t001 bn:00106000a
d050.s076.t002 bn:00020452n
d050.s076.t003 bn:00076920n
d050.s076.t004 bn:00085261v
d050.s076.t005 bn:00007309n
d050.s076.t006 bn:00084308v
d050.s076.t007 bn:00117174r
d050.s076.t008 bn:00114406r
d050.s076.t009 bn:00084061v
d050.s076.t010 bn:00114472r
d050.s076.t011 bn:00077773n
d050.s077.t000 bn:00081211n
d050.s077.t001 bn:00083181v
d050.s077.t002 bn:00108965a
d050.s077.t003 bn:00114079r
d050.s077.t004 bn:00030525n
d050.s078.t000 bn:00083183v
d050.s078.t001 bn:00114251r
d050.s078.t002 bn:00047159n
d050.s078.t003 bn:00000127n
d050.s079.t000 bn:00088761v
d050.s079.t001 bn:00093287v
d050.s079.t002 bn:00115755r
d050.s080.t000 bn:00083979v
d050.s080.t001 bn:00088599v
d050.s081.t000 bn:00089805v
d050.s081.t001 bn:00066271n
d050.s081.t002 bn:00037008n
d050.s082.t000 bn:00084700v
d050.s082.t001 bn:00066271n
d050.s082.t002 bn:00082481v
d050.s083.t000 bn:00089805v
d050.s083.t001 bn:00093287v
d050.s083.t002 bn:00046516n
d050.s083.t003 bn:00086380v
d050.s084.t000 bn:00089805v
d050.s085.t000 bn:00090448v
d050.s085.t001 bn:00051440n
d050.s085.t002 bn:00085449v
d050.s086.t000 bn:00114281r
d050.s086.t001 bn:00071367n
d050.s086.t002 bn:00097625a
d050.s086.t003 bn:00046485n
d050.s086.t004 bn:00092783v
d050.s086.t005 bn:00021274n
d050.s086.t006 bn:00007925n
d050.s086.t007 bn:00084308v
d050.s086.t008 bn:00052907n
d050.s087.t000 bn:00045201n
d050.s087.t001 bn:00083181v
d050.s087.t002 bn:00098274a
d050.s087.t003 bn:00033729n
d050.s087.t004 bn:00087116v
d050.s087.t005 bn:00086557v
d050.s087.t006 bn:00024488n
d050.s088.t000 bn:00115016r
d050.s088.t001 bn:00083038v
d050.s088.t002 bn:00021921n
d050.s088.t003 bn:00083021v
d050.s088.t004 bn:00083426v
d050.s088.t005 bn:00090485v
d050.s088.t006 bn:00022288n
d050.s088.t007 bn:00115635r
d050.s088.t008 bn:00090486v
d050.s088.t009 bn:00115246r
d050.s088.t010 bn:00009079n
d050.s088.t011 bn:00102493a
d050.s088.t012 bn:00009079n
d050.s088.t013 bn:00046516n
d050.s088.t014 bn:00046516n
d050.s089.t000 bn:00007309n
d050.s089.t001 bn:00090522v
d050.s089.t002 bn:00072374n
d050.s089.t003 bn:00023612n
d050.s089.t004 bn:00105834a
d050.s089.t005 bn:00103359a
d050.s089.t006 bn:00056214n
d050.s089.t007 bn:00083077v
d050.s089.t008 bn:00089026v
d050.s089.t009 bn:00077377n
d050.s089.t010 bn:00114431r
d050.s089.t011 bn:00089026v
d050.s089.t012 bn:00067975n
d050.s090.t000 bn:00046516n
d050.s090.t001 bn:00095748v
d050.s090.t002 bn:00117355r
d050.s090.t003 bn:00086455v
d050.s090.t004 bn:00074156n
d050.s091.t000 bn:00082690v
d050.s091.t001 bn:00116789r
d050.s091.t002 bn:00108684a
d050.s091.t003 bn:00105348a
d050.s091.t004 bn:00069579n
d050.s091.t005 bn:00095827v
d050.s091.t006 bn:00115266r
d050.s091.t007 bn:00085742v
d050.s092.t000 bn:00021345n
d050.s092.t001 bn:00114216r
d050.s092.t002 bn:00046516n
d050.s092.t003 bn:00088096v
d050.s092.t004 bn:00074633n
d050.s093.t000 bn:00091899v
d050.s093.t001 bn:00024510n
d050.s093.t002 bn:00009717n
d050.s093.t003 bn:00056377n
d050.s093.t004 bn:00057322n
d050.s093.t005 bn:00114968r
d050.s093.t006 bn:00011744n
d050.s093.t007 bn:00085266v
d050.s093.t008 bn:00001128n
d050.s093.t009 bn:00001128n
d050.s093.t010 bn:00083181v
d050.s093.t011 bn:00082669v
d050.s094.t000 bn:00046516n
d050.s094.t001 bn:00093430v
d050.s094.t002 bn:00115811r
d050.s094.t003 bn:00115811r
d050.s094.t004 bn:00114117r
d050.s094.t005 bn:00095887a
d050.s094.t006 bn:00115235r
d050.s094.t007 bn:00106592a
d050.s094.t008 bn:00048587n
d050.s095.t000 bn:00083181v
d050.s095.t001 bn:00025418n
d050.s095.t002 bn:00116668r
d050.s095.t003 bn:00044089n
d050.s095.t004 bn:00051760n
d050.s095.t005 bn:00046516n
d050.s095.t006 bn:00034266n
d050.s095.t007 bn:00012293n
d050.s095.t008 bn:00041942n
d050.s096.t000 bn:00046516n
d050.s096.t001 bn:00090226v
d050.s096.t002 bn:00046516n
d050.s096.t003 bn:00001939n
d050.s096.t004 bn:00114626r
d050.s096.t005 bn:00082963v
d050.s096.t006 bn:00084651v
d050.s096.t007 bn:00051299n
d050.s097.t000 bn:00046516n
d050.s097.t001 bn:00088814v
d050.s097.t002 bn:00017621n
d050.s097.t003 bn:00085373v
d050.s097.t004 bn:00077773n
d050.s097.t005 bn:00042808n
d050.s097.t006 bn:00044197n
d050.s098.t000 bn:00089240v
d050.s098.t001 bn:00105862a
d050.s098.t002 bn:00041881n
d050.s098.t003 bn:00083227v
d050.s099.t000 bn:00061115n
d050.s099.t001 bn:00091376v
d050.s099.t002 bn:00008985n
d050.s099.t003 bn:00055644n
d050.s099.t004 bn:00114472r
d050.s099.t005 bn:00058774n
d050.s100.t000 bn:00115484r
d050.s100.t001 bn:00005704n
d050.s100.t002 bn:00084555v
d050.s100.t003 bn:00116455r
d050.s100.t004 bn:00071038n
d050.s100.t005 bn:00001961n
d050.s100.t006 bn:00086008v
d050.s100.t007 bn:00107791a
d050.s100.t008 bn:00047688n
d050.s101.t000 bn:00086546v
d050.s101.t001 bn:00046516n
d050.s101.t002 bn:00085595v
d050.s102.t000 bn:00083181v
d050.s102.t001 bn:00116360r
d050.s102.t002 bn:00001533n
d050.s102.t003 bn:00077773n
d050.s102.t004 bn:00042221n
d050.s102.t005 bn:00050986n
d050.s103.t000 bn:00083181v
d050.s103.t001 bn:00104708a
d050.s103.t002 bn:00076923n
d050.s103.t003 bn:00093287v
d050.s104.t000 bn:00087966v
d050.s104.t001 bn:00087108v
d050.s104.t002 bn:00087644v
d050.s104.t003 bn:00114422r
d050.s104.t004 bn:00094777v
d050.s104.t005 bn:00050986n
d050.s104.t006 bn:00084073v
d050.s104.t007 bn:00042221n
d050.s104.t008 bn:00007309n
d050.s104.t009 bn:00091722v
d050.s104.t010 bn:00046516n
d050.s104.t011 bn:00042759n
d050.s105.t000 bn:00064527n
d050.s105.t001 bn:00083181v
d050.s105.t002 bn:00087032v
d050.s106.t000 bn:00026425n
d050.s106.t001 bn:00085252v
d050.s106.t002 bn:00033729n bn:00053238n
d050.s106.t003 bn:00082229v
d050.s107.t000 bn:00093287v
d050.s108.t000 bn:00086940v
d050.s108.t001 bn:00050986n
d050.s108.t002 bn:00008568n
d050.s109.t000 bn:00094862v
d050.s109.t001 bn:00046516n
d050.s109.t002 bn:00093287v
d050.s110.t000 bn:00082491v
d050.s110.t001 bn:00083181v
d050.s110.t002 bn:00110292a
d050.s111.t000 bn:00084526v
d050.s111.t001 bn:00083809v
d050.s111.t002 bn:00016402n
d050.s112.t000 bn:00083181v
d050.s112.t001 bn:00114734r
d050.s112.t002 bn:00099268a
d050.s112.t003 bn:00041942n
d050.s112.t004 bn:00010310n
d050.s113.t000 bn:00046516n
d050.s113.t001 bn:00083704v
d050.s114.t000 bn:00086933v
d050.s114.t001 bn:00037256n
d050.s114.t002 bn:00055644n
d050.s114.t003 bn:00021286n
d050.s114.t004 bn:00089240v
d050.s115.t000 bn:00083181v
d050.s115.t001 bn:00104302a
d050.s115.t002 bn:00001533n
d050.s115.t003 bn:00087108v
d050.s115.t004 bn:00101358a
d050.s115.t005 bn:00014138n
d050.s115.t006 bn:00046129n
d050.s115.t007 bn:00083181v
d050.s115.t008 bn:00083181v
d050.s116.t000 bn:00090448v
d050.s116.t001 bn:00046516n
d050.s116.t002 bn:00093287v
d050.s116.t003 bn:00115676r
d050.s117.t000 bn:00085261v bn:00090142v
d050.s117.t001 bn:00089240v
d050.s117.t002 bn:00041785n
d050.s117.t003 bn:00116211r
d050.s117.t004 bn:00083546v
d050.s118.t000 bn:00083370v
d050.s118.t001 bn:00041942n
d050.s118.t002 bn:00084240v
d050.s118.t003 bn:00082481v
d050.s118.t004 bn:00087106v
d050.s119.t000 bn:00083181v
d050.s119.t001 bn:00104880a
d050.s119.t002 bn:00001533n
d050.s120.t000 bn:00083181v
d050.s120.t001 bn:00007051n
d050.s121.t000 bn:00114626r
d050.s121.t001 bn:00087108v
d050.s123.t000 bn:00087672v
d050.s123.t001 bn:00064527n
d050.s123.t002 bn:00011241n
d050.s123.t003 bn:00087128v
d050.s123.t004 bn:00023815n
d050.s124.t000 bn:00088783v
d050.s124.t001 bn:00042808n
d050.s124.t002 bn:00116861r
d050.s124.t003 bn:00114424r
d050.s124.t004 bn:00046516n
d050.s125.t000 bn:00087108v
d050.s125.t001 bn:00094777v
d050.s125.t002 bn:00050986n
d050.s125.t003 bn:00116861r
d050.s125.t004 bn:00114424r
d050.s126.t000 bn:00046516n
d050.s126.t001 bn:00087108v
d050.s126.t002 bn:00114869r
d050.s127.t000 bn:00116360r
d050.s127.t001 bn:00114422r
d050.s127.t002 bn:00026425n
d050.s127.t003 bn:00086546v
d050.s128.t000 bn:00116360r
d050.s128.t001 bn:00102686a
d050.s128.t002 bn:00012899n
d050.s128.t003 bn:00114418r
d050.s128.t004 bn:00096109a
d050.s128.t005 bn:00055094n
d050.s129.t000 bn:00087107v
d050.s129.t001 bn:00117045r
d050.s129.t002 bn:00088736v
d050.s129.t003 bn:00014138n
d050.s129.t004 bn:00114079r
d050.s129.t005 bn:00104687a
d050.s130.t000 bn:00058774n
d050.s130.t001 bn:00081593n
d050.s130.t002 bn:00083181v
d050.s130.t003 bn:00109948a
d050.s130.t004 bn:00112025a bn:00111344a
d050.s130.t005 bn:00008279n
d050.s131.t000 bn:00087832v
d050.s131.t001 bn:00007293n
d050.s131.t002 bn:00090554v
d050.s131.t003 bn:00095002v
d050.s131.t004 bn:00084182v
d050.s131.t005 bn:00070724n
d050.s131.t006 bn:00013685n
d050.s132.t000 bn:00088752v
d050.s132.t001 bn:00114044r
d050.s132.t002 bn:00114165r
d050.s132.t003 bn:00090707v
d050.s132.t004 bn:00114996r
d050.s133.t000 bn:00115266r
d050.s133.t001 bn:00088912v
d050.s133.t002 bn:00008364n
d050.s135.t000 bn:00114422r
d050.s135.t001 bn:00046516n
d050.s135.t002 bn:00093287v
d050.s135.t003 bn:00046516n
d050.s135.t004 bn:00090224v
d050.s135.t005 bn:00115374r
d050.s135.t006 bn:00085582v
d050.s135.t007 bn:00042759n
d050.s135.t008 bn:00034266n
d050.s135.t009 bn:00012293n
d050.s135.t010 bn:00005702n
d050.s136.t000 bn:00083181v
d050.s136.t001 bn:00116752r
d050.s136.t002 bn:00026425n
d050.s136.t003 bn:00037180n
d050.s136.t004 bn:00046516n
d050.s136.t005 bn:00088913v
d050.s136.t006 bn:00115274r
d050.s136.t007 bn:00115325r
d050.s136.t008 bn:00084958v
d050.s137.t000 bn:00116381r
d050.s137.t001 bn:00114626r
d050.s137.t002 bn:00091720v
d050.s137.t003 bn:00105740a
d050.s137.t004 bn:00015914n
d050.s137.t005 bn:00083182v
d050.s137.t006 bn:00114523r
d050.s137.t007 bn:00099983a
d050.s137.t008 bn:00025721n
d050.s138.t000 bn:00088311v
d050.s138.t001 bn:00046516n
d050.s138.t002 bn:00042759n
d050.s138.t003 bn:00082844v
d050.s138.t004 bn:00088456v
d050.s138.t005 bn:00115856r
d050.s138.t006 bn:00089991v
d050.s138.t007 bn:00071225n
d050.s139.t000 bn:00083181v
d050.s139.t001 bn:00116668r
d050.s139.t002 bn:00105740a
d050.s139.t003 bn:00056154n
d050.s139.t004 bn:00046516n
d050.s139.t005 bn:00087106v
d050.s139.t006 bn:00096707a
d050.s139.t007 bn:00080216n
d050.s140.t000 bn:00046516n
d050.s140.t001 bn:00093897v
d050.s140.t002 bn:00012886n
d050.s140.t003 bn:00117043r
d050.s140.t004 bn:00115590r
