d000.s00000.t00000 bn:00086431v
d000.s19356.t00002 bn:00002185n
d000.s19357.t00000 bn:00007940n
d000.s19357.t00001 bn:00106058a
d000.s19357.t00002 bn:00071303n
d000.s19358.t00000 bn:00019980n
d000.s19358.t00001 bn:00023073n
d000.s19359.t00000 bn:00006169n
d000.s19359.t00001 bn:00031322n
d000.s19359.t00002 bn:00091188v
d000.s19360.t00000 bn:00076421n
d000.s19360.t00001 bn:00006169n
d000.s19361.t00000 bn:00071599n
d000.s19361.t00001 bn:00032604n
d000.s19362.t00000 bn:00069321n
d000.s19362.t00001 bn:00114203r
d000.s19363.t00000 bn:00074326n
d000.s19363.t00001 bn:00069321n
d000.s19364.t00000 bn:00077028n
d000.s19364.t00001 bn:00086065v
d000.s19364.t00002 bn:00033729n
d000.s19364.t00003 bn:00075373n
d000.s19364.t00004 bn:00100112a
d000.s19364.t00005 bn:00101604a
d000.s19365.t00000 bn:00042808n
d000.s19365.t00001 bn:00099557a
d000.s19365.t00002 bn:00115155r
d000.s19366.t00000 bn:00022422n
d000.s19367.t00000 bn:00063820n
d000.s19367.t00001 bn:00022412n
d000.s19368.t00000 bn:00069354n
d000.s19368.t00001 bn:00106058a
d000.s19368.t00002 bn:00027573n
d000.s19368.t00003 bn:00110501a
d000.s19368.t00004 bn:00083225v
d000.s19368.t00005 bn:00024410n
d000.s19369.t00000 bn:00102993a
d000.s19369.t00001 bn:00084069v
d000.s19369.t00002 bn:00091897v
d000.s19369.t00003 bn:00042379n
d000.s19369.t00004 bn:00068046n
d000.s19369.t00005 bn:00104041a
d000.s19370.t00000 bn:00054497n
d000.s19370.t00001 bn:00027982n
d000.s19371.t00000 bn:00002216n
d000.s19372.t00000 bn:00066503n
d000.s19373.t00000 bn:00022129n
d000.s19373.t00001 bn:00072214n
d000.s19373.t00002 bn:00055644n
d000.s19373.t00003 bn:00000356n
d000.s19374.t00000 bn:00011086n
d000.s19374.t00001 bn:00107628a
d000.s19374.t00002 bn:00086179v
d000.s19375.t00000 bn:00028111n
d000.s19375.t00001 bn:00069413n
d000.s19376.t00000 bn:00100577a
d000.s19376.t00001 bn:00069413n
d000.s19377.t00000 bn:00069539n
d000.s19377.t00001 bn:00008690n
d000.s19377.t00002 bn:00110562a
d000.s19378.t00000 bn:00081492n
d000.s19379.t00000 bn:00098342a
d000.s19380.t00000 bn:00077585n
d000.s19380.t00001 bn:00083404v
d000.s19380.t00002 bn:00004117n
d000.s19381.t00000 bn:00011086n
d000.s19382.t00000 bn:00100222a
d000.s19383.t00000 bn:00016733n
d000.s19383.t00001 bn:00092876v
d000.s19383.t00002 bn:00079518n
d000.s19384.t00000 bn:00011081n
d000.s19384.t00001 bn:00025007n
d000.s19384.t00002 bn:00009248n
d000.s19385.t00000 bn:00069455n
d000.s19385.t00001 bn:00104655a
d000.s19385.t00002 bn:00013722n
d000.s19385.t00003 bn:00022325n
d000.s19385.t00004 bn:00081593n
d000.s19386.t00000 bn:00062898n
d000.s19386.t00001 bn:00023815n
d000.s19386.t00002 bn:00087820v
d000.s19386.t00003 bn:00083355v
d000.s19387.t00000 bn:00046478n
d000.s19387.t00001 bn:00070574n
d000.s19387.t00002 bn:00053446n
d000.s19388.t00000 bn:00102100a
d000.s19388.t00001 bn:00115904r
d000.s19389.t00000 bn:00049652n
d000.s19389.t00001 bn:00093302v
d000.s19389.t00002 bn:00006994n
d000.s19390.t00000 bn:00027706n
d000.s19390.t00001 bn:00059129n
d000.s19391.t00000 bn:00045772n
d000.s19392.t00000 bn:00065900n
d000.s19392.t00001 bn:00110291a
d000.s19392.t00002 bn:00036471n
d000.s19392.t00003 bn:00090460v
d000.s19392.t00004 bn:00021644n
d000.s19393.t00000 bn:00054808n
d000.s19393.t00001 bn:00091207v
d000.s19393.t00002 bn:00005518n
d000.s19394.t00000 bn:00084080v
d000.s19394.t00001 bn:00067191n
d000.s19394.t00002 bn:00101372a
d000.s19394.t00003 bn:00045772n
d000.s19394.t00004 bn:00025314n
d000.s19394.t00005 bn:00021464n
d000.s19395.t00000 bn:00044994n
d000.s19396.t00000 bn:00037352n
d000.s19396.t00001 bn:00106125a
d000.s19396.t00002 bn:00019980n
d000.s19396.t00003 bn:00071294n
d000.s19396.t00004 bn:00037278n
d000.s19396.t00005 bn:00015784n
d000.s19397.t00000 bn:00029893n
d000.s19397.t00001 bn:00003882n
d000.s19397.t00002 bn:00001533n
d000.s19397.t00003 bn:00086291v
d000.s19397.t00004 bn:00010605n
d000.s19397.t00005 bn:00070254n
d000.s19398.t00000 bn:00037352n
d000.s19398.t00001 bn:00015784n
d000.s19398.t00002 bn:00017395n
d000.s19398.t00003 bn:00071294n
d000.s19399.t00000 bn:00002936n
d000.s19399.t00001 bn:00030718n
d000.s19400.t00000 bn:00106058a
d000.s19400.t00001 bn:00114778r
d000.s19400.t00002 bn:00041942n
d000.s19401.t00000 bn:00106058a
d000.s19401.t00001 bn:00068233n
d000.s19402.t00000 bn:00067191n
d000.s19402.t00001 bn:00108554a
d000.s19403.t00000 bn:00022071n
d000.s19403.t00001 bn:00051754n
d000.s19404.t00000 bn:00106058a
d000.s19404.t00001 bn:00066020n
d000.s19405.t00000 bn:00021480n
d000.s19405.t00001 bn:00082783v
d000.s19405.t00002 bn:00021464n
d000.s19406.t00000 bn:00069577n
d000.s19407.t00000 bn:00054416n
d000.s19407.t00001 bn:00101085a
d000.s19408.t00000 bn:00062876n
d000.s19408.t00001 bn:00082357v
d000.s19408.t00002 bn:00000291n
d000.s19408.t00003 bn:00091585v
d000.s19408.t00004 bn:00098891a
d000.s19408.t00005 bn:00072016n
d000.s19409.t00000 bn:00069620n
d000.s19409.t00001 bn:00013722n
d000.s19409.t00002 bn:00026980n
d000.s19410.t00000 bn:00084554v
d000.s19410.t00001 bn:00012060n
d000.s19411.t00000 bn:00009727n
d000.s19411.t00001 bn:00082637v
d000.s19411.t00002 bn:00030719n
d000.s19412.t00000 bn:00007329n
d000.s19412.t00001 bn:00095121v
d000.s19412.t00002 bn:00018345n
d000.s19412.t00003 bn:00069620n
d000.s19413.t00000 bn:00074596n
d000.s19414.t00000 bn:00071103n
d000.s19414.t00001 bn:00029806n
d000.s19414.t00002 bn:00023782n
d000.s19415.t00000 bn:00046568n
d000.s19415.t00001 bn:00031322n
d000.s19415.t00002 bn:00026980n
d000.s19416.t00000 bn:00098342a
d000.s19417.t00000 bn:00056426n
d000.s19417.t00001 bn:00058442n
d000.s19417.t00002 bn:00047077n
d000.s19417.t00003 bn:00110175a
d000.s19418.t00000 bn:00046961n
d000.s19418.t00001 bn:00069680n
d000.s19419.t00000 bn:00016875n
d000.s19419.t00001 bn:00107976a
d000.s19419.t00002 bn:00100802a
d000.s19419.t00003 bn:00032604n
d000.s19419.t00004 bn:00099001a
d000.s19419.t00005 bn:00011086n
d000.s19420.t00000 bn:00087888v
d000.s19421.t00000 bn:00011086n
d000.s19421.t00001 bn:00100702a
d000.s19422.t00000 bn:00042967n
d000.s19422.t00001 bn:00053801n
d000.s19422.t00002 bn:00091529v
d000.s19422.t00003 bn:00074835n
d000.s19423.t00000 bn:00005387n
d000.s19423.t00001 bn:00089387v
d000.s19424.t00000 bn:00100528a
d000.s19425.t00000 bn:00098342a
d000.s19426.t00000 bn:00013590n
d000.s19427.t00000 bn:00079675n
d000.s19427.t00001 bn:00018345n
d000.s19427.t00002 bn:00035679n
d000.s19428.t00000 bn:00002782n
d000.s19428.t00001 bn:00097221a
d000.s19428.t00002 bn:00026400n
d000.s19428.t00003 bn:00084532v
d000.s19428.t00004 bn:00057034n
d000.s19428.t00005 bn:00086832v
d000.s19428.t00006 bn:00064536n
d000.s19428.t00007 bn:00107920a
d000.s19429.t00000 bn:00098342a
d000.s19429.t00001 bn:00011640n
d000.s19429.t00002 bn:00069750n
d000.s19429.t00003 bn:00021338n
d000.s19430.t00000 bn:00034982n
d000.s19430.t00001 bn:00084076v
d000.s19430.t00002 bn:00061325n
d000.s19431.t00000 bn:00106058a
d000.s19431.t00001 bn:00096180a
d000.s19432.t00000 bn:00008576n
d000.s19432.t00001 bn:00053801n
d000.s19432.t00002 bn:00016048n
d000.s19432.t00003 bn:00102600a
d000.s19433.t00000 bn:00011674n
d000.s19433.t00001 bn:00030718n
d000.s19434.t00000 bn:00112881a
d000.s19434.t00001 bn:00078024n
d000.s19434.t00002 bn:00092614v
d000.s19434.t00003 bn:00066508n
d000.s19435.t00000 bn:00106058a
d000.s19435.t00001 bn:00008047n
d000.s19436.t00000 bn:00002489n
d000.s19436.t00001 bn:00088905v
d000.s19436.t00002 bn:00019864n
d000.s19436.t00003 bn:00058145n
d000.s19436.t00004 bn:00045772n
d000.s19437.t00000 bn:00026716n
d000.s19438.t00000 bn:00074448n
d000.s19438.t00001 bn:00104655a
d000.s19438.t00002 bn:00108949a
d000.s19439.t00000 bn:00053801n
d000.s19439.t00001 bn:00005094n
d000.s19439.t00002 bn:00102456a
d000.s19439.t00003 bn:00062850n
d000.s19439.t00004 bn:00021607n
d000.s19440.t00000 bn:00090935v
d000.s19441.t00000 bn:00023370n
d000.s19441.t00001 bn:00085509v
d000.s19441.t00002 bn:00093607v
d000.s19442.t00000 bn:00027886n
d000.s19442.t00001 bn:00100528a
d000.s19442.t00002 bn:00060377n
d000.s19442.t00003 bn:00084611v
d000.s19443.t00000 bn:00024098n
d000.s19443.t00001 bn:00115187r
d000.s19443.t00002 bn:00075373n
d000.s19443.t00003 bn:00098342a
d000.s19444.t00000 bn:00075373n
d000.s19444.t00001 bn:00113830a
d000.s19444.t00002 bn:00092055v
d000.s19444.t00003 bn:00084662v
d000.s19445.t00000 bn:00046870n
d000.s19445.t00001 bn:00013722n
d000.s19445.t00002 bn:00107879a
d000.s19446.t00000 bn:00054497n
d000.s19447.t00000 bn:00026537n
d000.s19448.t00000 bn:00043275n
d000.s19449.t00000 bn:00064747n
d000.s19449.t00001 bn:00042379n
d000.s19449.t00002 bn:00002185n
d000.s19450.t00000 bn:00052559n
d000.s19450.t00001 bn:00078798n
d000.s19450.t00002 bn:00100846a
d000.s19450.t00003 bn:00044408n
d000.s19451.t00000 bn:00043275n
d000.s19451.t00001 bn:00069865n
d000.s19452.t00000 bn:00073114n
d000.s19452.t00001 bn:00069865n
d000.s19453.t00000 bn:00099977a
d000.s19454.t00000 bn:00022129n
d000.s19455.t00000 bn:00048053n
d000.s19456.t00000 bn:00090660v
d000.s19456.t00001 bn:00081492n
d000.s19456.t00002 bn:00002936n
d000.s19456.t00003 bn:00086178v
d000.s19457.t00000 bn:00024534n
d000.s19457.t00001 bn:00045002n
d000.s19458.t00000 bn:00096963a
d000.s19459.t00000 bn:00069886n
d000.s19459.t00001 bn:00068233n
d000.s19459.t00002 bn:00055629n
d000.s19459.t00003 bn:00044453n
d000.s19460.t00000 bn:00065291n
d000.s19460.t00001 bn:00028861n
d000.s19460.t00002 bn:00037383n
d000.s19461.t00000 bn:00013489n
d000.s19461.t00001 bn:00013159n
d000.s19461.t00002 bn:00110562a
d000.s19461.t00003 bn:00019647n
d000.s19462.t00000 bn:00069143n
d000.s19462.t00001 bn:00111344a
d000.s19462.t00002 bn:00071172n
d000.s19462.t00003 bn:00018345n
d000.s19462.t00004 bn:00001525n
d000.s19463.t00000 bn:00058406n
d000.s19464.t00000 bn:00090934v
d000.s19464.t00001 bn:00001861n
d000.s19464.t00002 bn:00089614v
d000.s19465.t00000 bn:00106058a
d000.s19465.t00001 bn:00068233n
d000.s19465.t00002 bn:00098342a
d000.s19465.t00003 bn:00098883a
d000.s19465.t00004 bn:00085059v
d000.s19465.t00005 bn:00018756n
d000.s19466.t00000 bn:00069924n
d000.s19466.t00001 bn:00100752a
d000.s19467.t00000 bn:00034473n
d000.s19467.t00001 bn:00012321n
d000.s19467.t00002 bn:00085670v
d000.s19467.t00003 bn:00075374n
d000.s19467.t00004 bn:00051471n
d000.s19468.t00000 bn:00042379n
d000.s19468.t00001 bn:00025719n
d000.s19469.t00000 bn:00022129n
d000.s19469.t00001 bn:00082536v
d000.s19469.t00002 bn:00091897v
d000.s19469.t00003 bn:00034626n
d000.s19470.t00000 bn:00097066a
d000.s19471.t00000 bn:00089385v
d000.s19471.t00001 bn:00106125a
d000.s19471.t00002 bn:00042759n
d000.s19471.t00003 bn:00011086n
d000.s19471.t00004 bn:00100802a
d000.s19471.t00005 bn:00108246a
d000.s19471.t00006 bn:00028934n
d000.s19472.t00000 bn:00100577a
d000.s19472.t00001 bn:00088322v
d000.s19472.t00002 bn:00088454v
d000.s19472.t00003 bn:00002181n
d000.s19472.t00004 bn:00002216n
d000.s19473.t00000 bn:00100846a
d000.s19473.t00001 bn:00011591n
d000.s19473.t00002 bn:00006125n
d000.s19474.t00000 bn:00011674n
d000.s19474.t00001 bn:00082215v
d000.s19474.t00002 bn:00102600a
d000.s19475.t00000 bn:00074446n
d000.s19476.t00000 bn:00026716n
d000.s19476.t00001 bn:00086008v
d000.s19476.t00002 bn:00082935v
d000.s19476.t00003 bn:00028017n
d000.s19477.t00000 bn:00108442a
d000.s19478.t00000 bn:00087812v
d000.s19478.t00001 bn:00055529n
d000.s19479.t00000 bn:00049652n
d000.s19479.t00001 bn:00071434n
d000.s19479.t00002 bn:00071103n
d000.s19480.t00000 bn:00106058a
d000.s19480.t00001 bn:00008341n
d000.s19480.t00002 bn:00086291v
d000.s19480.t00003 bn:00053079n
d000.s19480.t00004 bn:00034861n
d000.s19481.t00000 bn:00021407n
d000.s19481.t00001 bn:00108633a
d000.s19481.t00002 bn:00113698a
d000.s19481.t00003 bn:00028015n
d000.s19481.t00004 bn:00050802n
d000.s19482.t00000 bn:00037352n
d000.s19483.t00000 bn:00001697n
d000.s19483.t00001 bn:00011766n
d000.s19484.t00000 bn:00084624v
d000.s19485.t00000 bn:00077386n
d000.s19486.t00000 bn:00072030n
d000.s19487.t00000 bn:00060201n
d000.s19487.t00001 bn:00069946n
d000.s19487.t00002 bn:00086799v
d000.s19488.t00000 bn:00075333n
d000.s19488.t00001 bn:00017515n
d000.s19488.t00002 bn:00009850n
d000.s19489.t00000 bn:00006129n
d000.s19490.t00000 bn:00005913n
d000.s19491.t00000 bn:00007309n
d000.s19491.t00001 bn:00001697n
d000.s19491.t00002 bn:00070066n
d000.s19492.t00000 bn:00070066n
d000.s19492.t00001 bn:00100067a
d000.s19493.t00000 bn:00005517n
d000.s19493.t00001 bn:00061450n
d000.s19494.t00000 bn:00049900n
d000.s19495.t00000 bn:00106058a
d000.s19495.t00001 bn:00089384v
d000.s19495.t00002 bn:00107879a
d000.s19495.t00003 bn:00011086n
d000.s19495.t00004 bn:00075373n
d000.s19496.t00000 bn:00063926n
d000.s19496.t00001 bn:00113830a
d000.s19496.t00002 bn:00116286r
d000.s19496.t00003 bn:00098464a
d000.s19496.t00004 bn:00068991n
d000.s19496.t00005 bn:00006835n
d000.s19496.t00006 bn:00028888n
d000.s19496.t00007 bn:00084532v
d000.s19496.t00008 bn:00022402n
d000.s19497.t00000 bn:00020495n
d000.s19498.t00000 bn:00005517n
d000.s19498.t00001 bn:00070065n
d000.s19498.t00002 bn:00102576a
d000.s19499.t00000 bn:00095040v
d000.s19499.t00001 bn:00008803n
d000.s19499.t00002 bn:00008804n
d000.s19500.t00000 bn:00090659v
d000.s19500.t00001 bn:00044808n
d000.s19501.t00000 bn:00070193n
d000.s19501.t00001 bn:00085670v
d000.s19501.t00002 bn:00058442n
d000.s19502.t00000 bn:00006129n
d000.s19502.t00001 bn:00115904r
d000.s19503.t00000 bn:00011119n
d000.s19503.t00001 bn:00018345n
d000.s19503.t00002 bn:00084554v
d000.s19504.t00000 bn:00046516n
d000.s19504.t00001 bn:00096515a
d000.s19505.t00000 bn:00002411n
d000.s19505.t00001 bn:00082844v
d000.s19506.t00000 bn:00012418n
d000.s19506.t00001 bn:00021488n
d000.s19507.t00000 bn:00007309n
d000.s19507.t00001 bn:00070066n
d000.s19507.t00002 bn:00103359a
d000.s19507.t00003 bn:00109505a
d000.s19507.t00004 bn:00028247n
d000.s19508.t00000 bn:00060894n
d000.s19509.t00000 bn:00028872n
d000.s19509.t00001 bn:00032142n
d000.s19509.t00002 bn:00046516n
d000.s19510.t00000 bn:00026400n
d000.s19510.t00001 bn:00084093v
d000.s19510.t00002 bn:00072101n
d000.s19511.t00000 bn:00070270n
d000.s19512.t00000 bn:00070254n
d000.s19512.t00001 bn:00036686n
d000.s19513.t00000 bn:00070254n
d000.s19513.t00001 bn:00041433n
d000.s19513.t00002 bn:00016377n
d000.s19513.t00003 bn:00041883n
d000.s19514.t00000 bn:00026716n
d000.s19514.t00001 bn:00082921v
d000.s19514.t00002 bn:00035907n
d000.s19514.t00003 bn:00027473n
d000.s19514.t00004 bn:00043415n
d000.s19514.t00005 bn:00051108n
d000.s19514.t00006 bn:00072893n
d000.s19515.t00000 bn:00105937a
d000.s19516.t00000 bn:00093014v
d000.s19516.t00001 bn:00018345n
d000.s19517.t00000 bn:00110501a
d000.s19518.t00000 bn:00026716n
d000.s19518.t00001 bn:00022381n
d000.s19518.t00002 bn:00108488a
d000.s19518.t00003 bn:00080972n
d000.s19518.t00004 bn:00088629v
d000.s19518.t00005 bn:00031074n
d000.s19519.t00000 bn:00028756n
d000.s19519.t00001 bn:00009589n
d000.s19520.t00000 bn:00098342a
d000.s19520.t00001 bn:00089178v
d000.s19520.t00002 bn:00117558r
d000.s19520.t00003 bn:00035265n
d000.s19520.t00004 bn:00080833n
d000.s19521.t00000 bn:00029441n
d000.s19522.t00000 bn:00086708v
d000.s19522.t00001 bn:00047042n
d000.s19522.t00002 bn:00022191n
d000.s19522.t00003 bn:00056029n
d000.s19522.t00004 bn:00028934n
d000.s19523.t00000 bn:00068266n
d000.s19524.t00000 bn:00004647n
d000.s19524.t00001 bn:00066336n
d000.s19524.t00002 bn:00097846a
d000.s19524.t00003 bn:00066514n
d000.s19524.t00004 bn:00012679n
d000.s19525.t00000 bn:00070318n
d000.s19525.t00001 bn:00030170n
d000.s19525.t00002 bn:00084931v
d000.s19526.t00000 bn:00006864n
d000.s19527.t00000 bn:00052556n
d000.s19527.t00001 bn:00053801n
d000.s19528.t00000 bn:00063683n
d000.s19529.t00000 bn:00083225v
d000.s19529.t00001 bn:00054012n
d000.s19529.t00002 bn:00001191n
d000.s19530.t00000 bn:00076877n
d000.s19530.t00001 bn:00092430v
d000.s19531.t00000 bn:00102083a
d000.s19531.t00001 bn:00094300v
d000.s19532.t00000 bn:00100122a
d000.s19533.t00000 bn:00116360r
d000.s19534.t00000 bn:00016205n
d000.s19534.t00001 bn:00107976a
d000.s19535.t00000 bn:00070406n
d000.s19535.t00001 bn:00005004n
d000.s19535.t00002 bn:00051109n
d000.s19535.t00003 bn:00114451r
d000.s19536.t00000 bn:00060201n
d000.s19537.t00000 bn:00086910v
d000.s19537.t00001 bn:00042238n
d000.s19538.t00000 bn:00042808n
d000.s19538.t00001 bn:00099215a
d000.s19538.t00002 bn:00088225v
d000.s19538.t00003 bn:00114838r
d000.s19539.t00000 bn:00021681n
d000.s19540.t00000 bn:00060187n
d000.s19541.t00000 bn:00080972n
d000.s19541.t00001 bn:00035855n
d000.s19541.t00002 bn:00079675n
d000.s19542.t00000 bn:00071103n
d000.s19543.t00000 bn:00070513n
d000.s19543.t00001 bn:00051108n
d000.s19543.t00002 bn:00034472n
d000.s19543.t00003 bn:00032382n
d000.s19544.t00000 bn:00106058a
d000.s19544.t00001 bn:00071020n
d000.s19544.t00002 bn:00035855n
d000.s19544.t00003 bn:00107879a
d000.s19544.t00004 bn:00092103v
d000.s19544.t00005 bn:00051975n
d000.s19544.t00006 bn:00006808n
d000.s19545.t00000 bn:00084331v
d000.s19545.t00001 bn:00020872n
d000.s19546.t00000 bn:00098342a
d000.s19546.t00001 bn:00007854n
d000.s19547.t00000 bn:00109650a
d000.s19547.t00001 bn:00047690n
d000.s19547.t00002 bn:00103595a
d000.s19548.t00000 bn:00021480n
d000.s19548.t00001 bn:00082871v
d000.s19548.t00002 bn:00025314n
d000.s19548.t00003 bn:00021492n
d000.s19548.t00004 bn:00070574n
d000.s19549.t00000 bn:00005004n
d000.s19549.t00001 bn:00070574n
d000.s19549.t00002 bn:00055730n
d000.s19549.t00003 bn:00063432n
d000.s19550.t00000 bn:00001500n
d000.s19550.t00001 bn:00106058a
d000.s19550.t00002 bn:00019980n
d000.s19550.t00003 bn:00103623a
d000.s19550.t00004 bn:00082386v
d000.s19550.t00005 bn:00006125n
d000.s19551.t00000 bn:00106125a
d000.s19551.t00001 bn:00070943n
d000.s19551.t00002 bn:00114714r
d000.s19551.t00003 bn:00001533n
d000.s19551.t00004 bn:00106681a
d000.s19552.t00000 bn:00074326n
d000.s19553.t00000 bn:00047090n
d000.s19553.t00001 bn:00114778r
d000.s19553.t00002 bn:00055454n
d000.s19553.t00003 bn:00021487n
d000.s19553.t00004 bn:00084790v
d000.s19553.t00005 bn:00025314n
d000.s19553.t00006 bn:00019848n
d000.s19554.t00000 bn:00022750n
d000.s19554.t00001 bn:00008917n
d000.s19554.t00002 bn:00101621a
d000.s19554.t00003 bn:00059150n
d000.s19555.t00000 bn:00033729n
d000.s19555.t00001 bn:00110451a
d000.s19555.t00002 bn:00084679v
d000.s19556.t00000 bn:00070640n
d000.s19556.t00001 bn:00114778r
d000.s19556.t00002 bn:00004647n
d000.s19557.t00000 bn:00010183n
d000.s19558.t00000 bn:00021464n
d000.s19558.t00001 bn:00074049n
d000.s19558.t00002 bn:00064446n
d000.s19558.t00003 bn:00067353n
d000.s19558.t00004 bn:00110513a
d000.s19558.t00005 bn:00021488n
d000.s19559.t00000 bn:00070655n
d000.s19559.t00001 bn:00100144a
d000.s19559.t00002 bn:00006122n
d000.s19560.t00000 bn:00109549a
d000.s19560.t00001 bn:00053096n
d000.s19561.t00000 bn:00031044n
d000.s19561.t00001 bn:00067423n
d000.s19561.t00002 bn:00013142n
d000.s19561.t00003 bn:00067087n
d000.s19562.t00000 bn:00074049n
d000.s19563.t00000 bn:00070678n
d000.s19564.t00000 bn:00027573n
d000.s19565.t00000 bn:00085761v
d000.s19565.t00001 bn:00106058a
d000.s19565.t00002 bn:00056029n
d000.s19565.t00003 bn:00106541a
d000.s19565.t00004 bn:00082822v
d000.s19566.t00000 bn:00082493v
d000.s19566.t00001 bn:00065899n
d000.s19566.t00002 bn:00076373n
d000.s19567.t00000 bn:00022071n
d000.s19567.t00001 bn:00013722n
d000.s19567.t00002 bn:00114089r
d000.s19568.t00000 bn:00042221n
d000.s19568.t00001 bn:00088225v
d000.s19568.t00002 bn:00047118n
d000.s19568.t00003 bn:00022114n
d000.s19569.t00000 bn:00043275n
d000.s19569.t00001 bn:00080972n
d000.s19569.t00002 bn:00088454v
d000.s19569.t00003 bn:00056029n
d000.s19569.t00004 bn:00109123a
d000.s19570.t00000 bn:00096465a
d000.s19571.t00000 bn:00106058a
d000.s19572.t00000 bn:00009850n
d000.s19572.t00001 bn:00106125a
d000.s19573.t00000 bn:00112592a
d000.s19574.t00000 bn:00104701a
d000.s19574.t00001 bn:00054297n
d000.s19574.t00002 bn:00085652v
d000.s19575.t00000 bn:00032645n
d000.s19575.t00001 bn:00106033a
d000.s19576.t00000 bn:00070753n
d000.s19577.t00000 bn:00070756n
d000.s19578.t00000 bn:00089368v
d000.s19578.t00001 bn:00019980n
d000.s19579.t00000 bn:00006122n
d000.s19580.t00000 bn:00077028n
d000.s19580.t00001 bn:00019980n
d000.s19581.t00000 bn:00099414a
d000.s19582.t00000 bn:00050302n
d000.s19582.t00001 bn:00084097v
d000.s19583.t00000 bn:00022063n
d000.s19583.t00001 bn:00086154v
d000.s19583.t00002 bn:00036376n
d000.s19584.t00000 bn:00102600a
d000.s19584.t00001 bn:00051401n
d000.s19584.t00002 bn:00017489n
d000.s19585.t00000 bn:00070822n
d000.s19585.t00001 bn:00092103v
d000.s19585.t00002 bn:00101412a
d000.s19586.t00000 bn:00067191n
d000.s19586.t00001 bn:00100903a
d000.s19587.t00000 bn:00012524n
d000.s19587.t00001 bn:00109553a
d000.s19587.t00002 bn:00035855n
d000.s19587.t00003 bn:00100744a
d000.s19587.t00004 bn:00092103v
d000.s19587.t00005 bn:00106058a
d000.s19587.t00006 bn:00048188n
d000.s19587.t00007 bn:00020497n
d000.s19588.t00000 bn:00106125a
d000.s19588.t00001 bn:00063293n
d000.s19588.t00002 bn:00005704n
d000.s19588.t00003 bn:00005897n
d000.s19589.t00000 bn:00060883n
d000.s19589.t00001 bn:00055114n
d000.s19590.t00000 bn:00013722n
d000.s19590.t00001 bn:00030333n
d000.s19591.t00000 bn:00106125a
d000.s19592.t00000 bn:00016205n
d000.s19592.t00001 bn:00106125a
d000.s19593.t00000 bn:00022129n
d000.s19593.t00001 bn:00082470v
d000.s19594.t00000 bn:00070888n
d000.s19594.t00001 bn:00072496n
d000.s19594.t00002 bn:00026646n
d000.s19594.t00003 bn:00090221v
d000.s19594.t00004 bn:00042526n
d000.s19595.t00000 bn:00071172n
d000.s19595.t00001 bn:00043530n
d000.s19595.t00002 bn:00098887a
d000.s19595.t00003 bn:00072703n
d000.s19596.t00000 bn:00024780n
d000.s19596.t00001 bn:00085670v
d000.s19596.t00002 bn:00089384v
d000.s19597.t00000 bn:00024780n
d000.s19597.t00001 bn:00085670v
d000.s19597.t00002 bn:00011902n
d000.s19597.t00003 bn:00043275n
